id| parentId| title
000004430| | Ковры
000004457| | Коврики
000004473| | Репродукции
000004817| 000004473| На стекле
000004593| | Цветы
000004618| | Мемоборды
000004628| | Корзины
000004705| | Бордюр и плитка садовая
